left_doc_id,right_doc_id,left_doc_length,left_start,right_start,left_end,right_end,score,left_bill_title,right_bill_title,left,right,label
nm_2011_HB466,id_2015_H69,626,6,2717,11,2722,20,MODIFY GROSS LIMITS ON CERTAIN VEHICLES,"MOTOR VEHICLES - Amends existing law to provide an exception to size and weight limitations for refuse/sanitation trucks when owned by, under contract to or under authority of a city, county or state agency transporting refuse.",of the provisions of this,of the provisions of this,0
nj_216_S76,hi_2011 Regular Session_SB1545,10181,862,275,873,286,4,"Changes certain eligibility criteria for TPAF, JRS, PERS, PFRS and SPRS disability benefits; requires Attorney General to establish fraud unit; creates temporary committee to recommend accidental disability standard for systems.",RELATING TO THE OFFICE OF INFORMATION PRACTICES.,the,the,0
ca_20132014_AB1877,md_2011_HB166,2883,1,12123,4,12126,72.5,California Vision Care Access Council.,Maryland Health Benefit Exchange Act of 2011,"the federal patient protection and affordable care act (public law 111-148), - as amended by the federal health care and education reconciliation act of","the federal patient protection and affordable care act (affordable care act), as amended by the federal health care and education reconciliation act of",2
wi_2009 Regular Session_SB681,il_98th_HB3939,1292,297,5306,305,5314,233.5,adopting the Interstate Compact on Educational Opportunity for Military Children and making an appropriation.,EDUCATION-TECH,"purpose. it is the purpose of this compact to remove barriers 7to educational success imposed on children of - - military - families because of frequent 8moves and deployment of their parents by: sb681,4,129 (a) facilitating the timely enrollment of children of - - military - families and 10ensuring that - - - - - - - - - - - - - - - - - - they are not placed at a disadvantage due to difficulty in the transfer 11of education records from the previous local education agency or variations in 12entrance or age requirements. sb681,4,1513 (b) facilitating the student placement process through which children of 14military - - - families are not disadvantaged by variations in attendance requirements, 15scheduling, sequencing, grading, course content, or assessment. sb681,4,1816 (c) facilitating the qualification and eligibility for enrollment, educational 17programs, and participation in extracurricular academic, athletic, and social 18activities. sb681,4,1919 (d) facilitating the on-time graduation of children of","purpose. it is the purpose of this act to remove barriers to educational success imposed on children of active duty military personnel families because of frequent moves and deployment of their parents by: (1) - facilitating the timely enrollment of children of active duty military personnel families and ensuring that hb3939 enrolled- 15 -lrb098 15500 nht 50530 b hb3939 enrolled - 15 - lrb098 15500 nht 50530 b they are not placed at a disadvantage due to difficulty in the transfer of educational records from the previous school district; (2) - - - - - - - - - facilitating the student placement process through which children of active duty military personnel families are not disadvantaged by variations in attendance requirements, scheduling, sequencing, - - - or assessment; (3) - facilitating the qualification and eligibility for enrollment - - and educational programs of children of active duty military personnel; (4) facilitating the on-time graduation of children of",1
ma_189th_S539,az_51st-1st-regular_SB1149,10179,964,8488,3859,11160,4778.5,An Act relative to principle-based reserving for life insurance,technical correction; revenue bond authority,"issued on or after the operative date of 478 this section. except as provided in paragraph 7 subsection , the adjusted premiums for any 479 policy shall be calculated on an annual basis and shall be such - uniform percentage of the 480 respective premiums specified in the policy for each policy year, excluding amounts payable as 481 extra premiums to cover impairments or special hazards and also excluding any uniform annual 482 contract charge or policy fee specified in the policy in a statement of the method to be used in 483 calculating the cash surrender values and paid-up nonforfeiture benefits, that the present value, at 484 the date of issue of the policy, of all adjusted premiums shall be equal to the sum of: 485 (i) the then present value of the future guaranteed benefits provided for by the policy; 486 (ii) one percent of either the amount of insurance, if the insurance be uniform in amount, 487 or the average amount of insurance at the beginning of each of the first ten (10) policy years; and 488 (iii) one hundred twenty-five percent (125%) of the nonforfeiture net level premium as 489 hereinafter defined. 26 of 36 490 provided, however, that in applying the percentage specified in (iii) above no 491 - - nonforfeiture net level premium shall be deemed to exceed four percent (4%) of either the 492 amount of insurance, if the insurance be uniform in amount, or the average amount of insurance 493 at the beginning of each of the first ten (10) policy years. the date of issue of a policy for the 494 purpose of this section shall be the date as of which the rated age of the insured is determined. 495 (2) the nonforfeiture net level premium shall be equal to the present value, at the date of 496 issue of the policy, of the guaranteed benefits provided for by the policy divided by the present 497 value, at the date of issue of the policy, of an annuity of one per annum payable on the date of 498 issue of the policy and on each anniversary of the policy on which a premium falls due. 499 (3) in the case of policies which cause, - on a basis guaranteed in the policy, unscheduled 500 changes in benefits or premiums; or which - provide an option for changes in benefits or 501 premiums, other than a change to a new policy; the adjusted premiums and present values shall 502 initially be calculated on the assumption that future benefits and premiums do not change from 503 those stipulated at the date of issue of the policy. at the time of any - change in the benefits or 504 premiums, the future adjusted premiums, nonforfeiture net level premiums and present values 505 shall be recalculated on the assumption that future benefits and premiums do not change from 506 those stipulated by the policy immediately after the change. 507 (4) except as otherwise provided in paragraph (7) of this subsection, the recalculated 508 future adjusted premiums for any - policy shall be uniform percentage of the respective future 509 premiums specified in the policy for each policy year, excluding amounts payable as extra 510 premiums to cover impairments and special hazards, and also excluding any uniform annual 511 contract charge or policy fee specified in the policy in a statement of the method to be used in 27 of 36 512 calculating the cash surrender values and paid-up nonforfeiture benefits, that the present value, at 513 the time of change to the newly defined benefits or premiums, of all such future adjusted 514 premiums shall be equal to the excess of: 515 (i) the sum of 516 (a) the then present value of the then future guaranteed benefits 517 provided for by the policy, and 518 (b) the additional expense allowance, if any, over 519 (ii) the then cash surrender value, if any, or present value of any paid-up nonforfeiture 520 benefit under this policy. 521 (5) the additional expense allowance, at the time of the change to the newly defined 522 benefits or premiums, shall be the sum of: 523 (i) one percent of the excess, if positive, of the average amount of insurance at the 524 beginning of each of the first ten (10) policy years subsequent to the change over the average 525 amount of insurance prior to the change at the beginning of each of the first ten (10) policy years 526 subsequent to the time of the most recent previous change, or, if there has been no previous 527 change, the date of issue of the policy; and 528 (ii) one hundred twenty-five percent (125%) of the increase, if positive, in the 529 nonforfeiture net level premium. 530 (6) the recalculated nonforfeiture net level premium shall be equal to the result obtained 531 by dividing (i) by (ii) where 28 of 36 532 (i) equals the sum of 533 (a) the nonforfeiture net level premium applicable prior to the change times the present 534 value of an annuity of one per annum payable on each anniversary of the policy on or subsequent 535 to the date of the change on which a premium would have fallen due had the change not 536 occurred, and 537 (b) the present value of the increase in future guaranteed benefits provided for by the 538 policy, and 539 (ii) equals the present value of an annuity of one per annum payable on each anniversary 540 of the policy on or subsequent to the date of change on which a premium falls due. 541 (7) notwithstanding any other provisions of this section to the contrary, in the case of a 542 policy issued on a substandard basis which - provides reduced graded amounts of insurance so 543 that, in each policy year, the policy has the same tabular mortality cost as an otherwise similar 544 policy issued on the standard basis which - provides higher uniform amount of insurance, adjusted 545 premiums and present values for the substandard policy may be calculated as if it were issued to 546 provide higher uniform amounts of insurance on the standard basis. 547 (8) all adjusted premiums and present values referred to in this section shall for all 548 policies of ordinary insurance be calculated on the basis of - the commissioners 1980 standard 549 ordinary mortality table; or, at the election of the company for any one or more specified plans 550 of life insurance, the commissioners 1980 standard ordinary mortality table with ten-year 551 select mortality factors; shall for all policies of industrial insurance be calculated on the basis of 552 the commissioners 1961 standard industrial mortality table; and shall for all policies issued in a 29 of 36 553 particular calendar year be calculated on the basis of a rate of interest not exceeding the 554 nonforfeiture interest rate as defined in this section, for policies issued in that calendar year. 555 provided, however, that: 556 (i) at the option of the company, calculations for all policies issued in a particular 557 calendar year may be made on the basis of a rate of interest not exceeding the nonforfeiture 558 interest rate, as defined - in this section, for policies issued in the immediately preceding calendar 559 year. 560 (ii) under any paid-up nonforfeiture benefit, including any paid-up dividend additions, 561 any cash surrender value available, whether or not required by subsection(b), - - - shall be calculated 562 on the basis of the mortality table and rate of interest used in determining the amount of such 563 paid-up nonforfeiture benefit and paid-up dividend additions, if any. 564 (iii) a company may calculate the amount of any guaranteed paid-up nonforfeiture 565 benefit including any paid-up additions under the policy on the basis of an interest rate no lower 566 than that specified in the policy for calculating cash surrender values. 567 (iv) in calculating the present value of any paid-up term insurance with accompanying 568 pure endowment, if any, offered as a nonforfeiture benefit, the rates of mortality assumed may be 569 not more than those shown in the commissioners 1980 extended term insurance table for 570 policies of ordinary insurance and not more than the commissioners 1961 industrial extended 571 term insurance table for policies of industrial insurance. 572 (v) for insurance issued on a substandard basis, the calculation of any - adjusted premiums 573 and present values may be based on appropriate modifications of the aforementioned tables. 30 - - - - - - - - - - - - - of 36 574 (vi) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - for policies issued on or after the operative date of the valuation manual the 575 valuation manual shall provide the commissioners standard mortality table for use in 576 determining the minimum nonforfeiture standard that may be substituted for the commissioners 577 1980 standard ordinary mortality table with or without ten-year select mortality factors or 578 for the commissioners 1980 extended term insurance table. if the commissioner approves by 579 regulation any commissioners standard ordinary mortality table adopted by the national 580 association of insurance commissioners for use in determining the minimum nonforfeiture 581 standard for policies issued on or after the operative date of the valuation manual then that 582 minimum nonforfeiture standard supersedes the minimum nonforfeiture standard provided by the 583 valuation manual. 584 (vii) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - for policies issued on or after the operative date of the valuation manual the 585 valuation manual shall provide the commissioners standard mortality table for use in 586 determining the minimum nonforfeiture standard that may be substituted for the commissioners 587 1961 standard industrial mortality table or the commissioners 1961 industrial extended term 588 insurance table. if the commissioner approves by regulation any commissioners standard 589 industrial mortality table adopted by the national association of insurance commissioners for 590 use in determining the minimum nonforfeiture standard for policies issued on or after the 591 operative date of the valuation manual then that minimum nonforfeiture standard supersedes the 592 minimum nonforfeiture standard provided by the valuation manual. 593 (9) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - for policies issued on and after the operative date of the valuation manual, the 594 nonforfeiture interest rate per annum for any policy issued in a particular calendar year shall be 595 provided by the valuation manual. 31 of 36 596 (10) notwithstanding any other provision in this chapter to the contrary, any refiling of 597 nonforfeiture values or their methods of computation for any previously approved policy form 598 which involves only a change in the interest rate or mortality table used to compute nonforfeiture 599 values shall not require refiling of any other provisions of that policy form.","issued on or after the operative date - - - - - as provided in this section: 1. - the adjusted premiums for any - policy shall be calculated on an annual basis and shall be such a uniform percentage of the - respective premiums specified in the policy for each policy year, excluding amounts payable as - extra premiums to cover impairments or special hazards and also excluding any uniform annual - contract charge or policy fee specified in the policy in a statement of the method to be used in - calculating the cash surrender values and paid-up nonforfeiture benefits, that the present value, at - the date of issue of the policy, of all adjusted premiums shall be equal to the sum of: (a) - the then present value of the future guaranteed benefits provided for by the policy. (b) one per cent of either the amount of insurance, if the insurance is uniform in amount, - or the average amount of insurance at the beginning of each of the first ten - policy years. (c) - - one hundred twenty-five per cent of the nonforfeiture net level premium. - - - - - - - - - - - in applying the percentage specified in subdivision (c) of this paragraph no nonforfeiture net level premium shall be deemed to exceed four per cent of either the - amount of insurance, if the insurance is uniform in amount, or the average amount of insurance - at the beginning of each of the first ten - policy years. the date of issue of a policy for the - purpose of this section is - the date as of which the rated age of the insured is determined. 2. - the nonforfeiture net level premium is - equal to the present value, at the date of - issue of the policy, of the guaranteed benefits provided for by the policy divided by the present - value, at the date of issue of the policy, of an annuity of one per annum payable on the date of - issue of the policy and on each anniversary of the policy on which a premium falls due. 3. - in the case of policies which that cause on a basis guaranteed in the policy unscheduled - changes in benefits or premiums, or which that provide an option for changes in benefits or premiums - other than a change to a new policy, the adjusted premiums and present values shall - initially be calculated on the assumption that future benefits and premiums do not change from - those stipulated at the date of issue of the policy. at the time of such a change in the benefits or - premiums, the future adjusted premiums, nonforfeiture net level premiums and present values - shall be recalculated on the assumption that future benefits and premiums do not change from - those stipulated by the policy immediately after the change. 4. - except as otherwise provided in paragraph 7 of this section, the recalculated - future adjusted premiums for any such policy are the uniform percentage of the respective future - premiums specified in the policy for each policy year, excluding amounts payable as extra - premiums to cover impairments and special hazards and also excluding any uniform annual - contract charge or policy fee specified in the policy in a statement of the method to be used in - - - - calculating the cash surrender values and paid-up nonforfeiture benefits, that the present value, at - the time of change to the newly defined benefits or premiums, of all such future adjusted - premiums shall be equal to the excess of - - the sum of - - the then present value of the then future guaranteed benefits - provided for by the policy and - - the additional expense allowance, if any, over - - the then cash surrender value, if any, or present value of any paid-up nonforfeiture - benefit under the policy. 5. - the additional expense allowance, at the time of the change to the newly defined - benefits or premiums, is - the sum of: (a) one per cent of the excess, if positive, of the average amount of insurance at the - beginning of each of the first ten - policy years subsequent to the change over the average - amount of insurance prior to the change at the beginning of each of the first ten - policy years - subsequent to the time of the most recent previous change or, if there has been no previous - change, the date of issue of the policy. (b) - - one hundred twenty-five per cent of the increase, if positive, in the - nonforfeiture net level premium. 6. - the recalculated nonforfeiture net level premium is - equal to the result obtained - by dividing (a) by (b) where: (a) (a) - - - equals the sum of: (i) - the nonforfeiture net level premium applicable prior to the change times the present - value of an annuity of one per annum payable on each anniversary of the policy on or subsequent - to the date of the change on which a premium would have fallen due had the change not occurred. (ii) - - - the present value of the increase in future guaranteed benefits provided for by the policy. (b) (b) - - equals the present value of an annuity of one per annum payable on each anniversary - of the policy on or subsequent to the date of change on which a premium falls due. 7. - notwithstanding any other provisions of this section, - - - in the case of a - policy issued on a substandard basis which that provides reduced graded amounts of insurance so - that, in each policy year, the policy has the same tabular mortality cost as an otherwise similar - policy issued on the standard basis which that provides higher uniform amounts of insurance, adjusted - premiums and present values for the substandard policy may be calculated as if it were issued to - provide higher uniform amounts of insurance on the standard basis. 8. - all adjusted premiums and present values referred to in this section shall, for all - policies of ordinary insurance, be calculated on the basis of either the commissioners 1980 standard - ordinary mortality table, or at the election of the insurer for any one or more specified plans - of life insurance, the commissioners 1980 standard ordinary mortality table with ten year select mortality factors, - for all policies of industrial insurance, be calculated on the basis of - the commissioners 1961 standard industrial mortality table, and - for all policies issued in a - - - - particular calendar year, be calculated on the basis of a rate of interest not exceeding the - nonforfeiture interest rate - - - - - for policies issued in that calendar year. however: (a) - - - - at the option of the insurer, calculations for all policies issued in a particular - calendar year may be made on the basis of a rate of interest not exceeding the nonforfeiture - interest rate, as defined prescribed in this section, for policies issued in the immediately preceding calendar - year. (b) - under any paid-up nonforfeiture benefit, including any paid-up dividend additions, - any cash surrender value available, whether or not required by section 20-1231, subsection b, shall be calculated - on the basis of the mortality table and rate of interest used in determining the amount of such - paid-up nonforfeiture benefit and paid-up dividend additions, if any. (c) an insurer - may calculate the amount of any guaranteed paid-up nonforfeiture - benefit including any paid-up additions under the policy on the basis of an interest rate no lower - than that specified in the policy for calculating cash surrender values. (d) - in calculating the present value of any paid-up term insurance with accompanying - pure endowment, if any, offered as a nonforfeiture benefit, the rates of mortality assumed may be - not more than those shown in the commissioners 1980 extended term insurance table for - policies of ordinary insurance and not more than the commissioners 1961 industrial extended - term insurance table for policies of industrial insurance. (e) - for insurance issued on a substandard basis, the calculation of any such adjusted premiums - and present values may be based on appropriate modifications of the tables prescribed in this section and section 20-1231. (f) for policies issued before the operative date of the valuation manual, any commissioners standard ordinary mortality tables, adopted after 1980 by the national association of insurance commissioners, that are approved by the director for use in determining the minimum nonforfeiture standard may be substituted for the commissioners 1980 standard ordinary mortality table with or without ten year select mortality factors or for the commissioners 1980 extended term insurance table. for policies issued on or after the operative date of the valuation manual, the - valuation manual shall provide the commissioners standard mortality table for use in - determining the minimum nonforfeiture standard that may be substituted for the commissioners - 1980 standard ordinary mortality table with or without ten-year select mortality factors or - for the commissioners 1980 extended term insurance table. if the director approves by rule - any commissioners standard ordinary mortality table adopted by the national - association of insurance commissioners for use in determining the minimum nonforfeiture - standard for policies issued on or after the operative date of the valuation manual, - that - minimum nonforfeiture standard supersedes the minimum nonforfeiture standard provided by the - valuation manual. (g) for policies issued before the operative date of the valuation manual, any industrial mortality tables, adopted after 1980 by the national association of insurance commissioners, that are approved by the director for use in determining the minimum nonforfeiture standard may be substituted for the commissioners 1961 standard industrial mortality table or the commissioners 1961 industrial extended term insurance table. for policies issued on or after the operative date of the valuation manual, the - valuation manual shall provide the commissioners standard mortality table for use in - determining the minimum nonforfeiture standard that may be substituted for the commissioners - 1961 standard industrial mortality table or the commissioners 1961 industrial extended term - insurance table. if the director approves by rule any commissioners standard - industrial mortality table adopted by the national association of insurance commissioners for - use in determining the minimum nonforfeiture standard for policies issued on or after the - operative date of the valuation manual, - that minimum nonforfeiture standard supersedes the - minimum nonforfeiture standard provided by the valuation manual. 9. the nonforfeiture interest rate is as follows: (a) for policies issued before the operative date of the valuation manual, the nonforfeiture interest rate per annum for any policy issued in a particular calendar year shall be equal to one hundred twenty-five per cent of the calendar year statutory valuation interest rate for such policy as defined in the standard valuation law, rounded to the nearer one-quarter of one per cent. (b) for policies issued on or after the operative date of the valuation manual, the - nonforfeiture interest rate per annum for any policy issued in a particular calendar year shall be - provided by the valuation manual. 10. - - - - notwithstanding any other provision in this title, - - - any refiling of - nonforfeiture values or their methods of computation for any previously approved policy form which that involves only a change in the interest rate or mortality table used to compute nonforfeiture - values shall not require refiling of any other provisions of that policy form.",2
az_49th-2nd-regular_HB2199,va_2015_HB1854,489,380,1421,438,1498,64.5,state contracts; participation goals; veterans,"Virginia Public Procurement Act; small, women-owned, minority-owned, etc., businesses.","that is at least fifty_one per cent owned by one or more - - veterans or, in the case of any business whose stock is publicly held, where - - at least fifty_one per cent of the stock - - - - - - - - - - - - - is owned by one or more veterans. (b) - - - - - - the management and daily operations of the business - are controlled by one or more veterans who","that is at least 51 percent - owned by one or more service disabled veterans or, in the case of a corporation, partnership, or limited liability company or other entity, at least 51 percent - of the equity ownership interest in the corporation, partnership, or limited liability company or other entity is owned by one or more individuals who are service disabled veterans and both the management and daily - - - business operations are controlled by one or more individuals who",1
nc_2011_SB513,md_2010_SB886,225,6,34,10,38,65,Allow Savings Promotion Raffles.,"Financial Institutions - Credit Unions and Depository Institutions - Authority
 to Conduct Savings Promotion Raffles",a credit - union may offer a savings promotion raffle in which - - - - - - - - - - - - the sole consideration required for a chance of winning designated prizes - - is the deposit of a minimum specified amount of - money in a,a credit union may conduct a savings promotion raffle for the exclusive benefit of eligible credit union members if: (1) the sole consideration required for a chance to win a specified prize is the deposit of a minimum specified amount of money in a,1
nc_2009_SB1156,mn_2009-2010_HF1824,255,10,23,39,54,74,Defense of Marriage.,"Marriage between a man and a woman recognized as the only domestic legal union valid in Minnesota, and constitutional amendment proposed.",marriage between a man and a woman is the only domestic legal union that shall - - be valid or recognized in,marriage between a man and a woman is the only domestic legal union that shall be valid or recognized in,1
sc_119_S1056,va_2012_HB986,2231,0,20,1,21,128,"A BILL TO AMEND SECTION 44-53-160, AS AMENDED, CODE OF LAWS OF SOUTH CAROLINA, 1976, RELATING TO THE MANNER IN WHICH CHANGES TO SCHEDULES OF CONTROLLED SUBSTANCES MAY BE MADE BY THE DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL, SO AS TO PROVIDE THAT THE EXISTENCE OF A RECOGNIZED MEDICAL USE OF A SUBSTANCE MUST BE CONSIDERED BY THE DEPARTMENT WHEN MAKING A RECOMMENDATION TO THE GENERAL ASSEMBLY ABOUT ADDING A SUBSTANCE TO A SCHEDULE, TO PROVIDE FOR THE ADDITION, DELETION, OR RESCHEDULING OF A CONTROLLED SUBSTANCE BY THE DEPARTMENT WHEN A CORRESPONDING ADDITION, DELETION, OR RESCHEDULING OF THE DRUG BY FEDERAL LAW OR REGULATION OCCURS, TO PROVIDE FOR THE EMERGENCY DESIGNATION OF A SUBSTANCE AS A SCHEDULE I SUBSTANCE, AND TO PROVIDE AN EXEMPTION FROM ORDINARY PROMULGATION REQUIREMENTS; AND TO AMEND SECTION 44-53-190, AS AMENDED, RELATING TO SCHEDULE I CONTROLLED SUBSTANCES, SO AS TO DEFINE AND ADD SYNTHETIC CANNABINOIDS, CATHINONES, AND SUBSTITUTED CATHINONES TO THAT SCHEDULE.","Cannabinoids, synthetic; amends provisions regarding criminalization.","any material, compound, mixture, or preparation which contains any quantity of the following hallucinogenic substances, their - - - - - salts, isomers, and salts of isomers, unless specifically excepted, whenever the existence of such salts, isomers, and salts of isomers is possible within the specific chemical","any material, compound, mixture, or preparation, which contains any quantity of the following hallucinogenic substances, or which contains any of its salts, isomers, and salts of isomers, - - - whenever the existence of such salts, isomers, and salts of isomers is possible within the specific chemical",1
ri_2012_HB7821,mi_2013-2014_HB4234,689,0,0,0,0,741.5,"AN ACT RELATING TO TAXATION - SALES AND USE TAXES (would provide that a sale price for purposes of computing sales tax would not include consideration received by a retailer from a service provider in relation to the sale of a service agreement for cellular, mobile, or wireless telephones.)",Sales tax; collections; sales tax on difference between trade-in and purchase price of a new watercraft and a new vehicle; provide for. Amends sec. 1 of 1933 PA 167 (MCL 205.51). TIE BAR WITH: SB 0089'13,"consideration received by the seller from third parties if: (i) - - - - - - the seller actually receives consideration from a party other than the purchaser and the consideration is directly related to a price reduction or discount on the sale; (ii) the seller has an obligation to pass the price reduction or discount through to the purchaser; (iii) the amount of the consideration attributable to the sale is fixed and determinable by the seller at the time of the sale of the item to the purchaser; and (iv) one of the following criteria is met: (a) the purchaser presents a coupon, certificate or other documentation to the seller to claim a price reduction or discount where the coupon, certificate or documentation is authorized, distributed or granted by a third party with the understanding that the third party will reimburse any seller to whom the coupon, certificate or documentation is presented; (b) the purchaser identifies himself or herself to the seller as a member of a group or organization entitled to a price reduction or discount (a ""preferred customer"" card that is available to any patron does not constitute membership in such a group), or (c) the price reduction or discount is identified as a third party price reduction or discount on the invoice received by the purchaser or on a coupon, certificate or other documentation presented by the","consideration received by the seller from third parties if all of the following conditions are met:(a) the seller actually receives consideration from a party other than the purchaser and the consideration is directly related to a price reduction or discount on the sale.(b) - the seller has an obligation to pass the price reduction or discount through to the purchaser.(c) - the amount of the consideration attributable to the sale is fixed and determinable by the seller at the time of the sale of the item to the purchaser.(d) - - one of the following criteria is met:(i) - the purchaser presents a coupon, certificate, or other documentation to the seller to claim a price reduction or discount where the coupon, certificate, or documentation is authorized, distributed, or granted by a third party with the understanding that the third party will reimburse any seller to whom the coupon, certificate, or documentation is presented.(ii) - the purchaser identifies himself or herself to the seller as a member of a group or organization entitled to a price reduction or discount. a preferred customer card that is available to any patron does not constitute membership in - a group or organization.(iii) the price reduction or discount is identified as a third party price reduction or discount on the invoice received by the purchaser or on a coupon, certificate, or other documentation presented by the",1
sc_2013-2014_H4932,al_2012rs_HB567,5514,5,244,12,251,121.5,"A BILL TO AMEND SECTION 38-9-310, CODE OF LAWS OF SOUTH CAROLINA, 1976, RELATING TO DEFINITIONS CONCERNING RISK-BASED CAPITAL, SO AS TO REVISE EXISTING DEFINITIONS AND DEFINE ADDITIONAL TERMS; TO AMEND SECTION 38-9-320, RELATING TO PREPARING AND SUBMITTING A RISK-BASED CAPITAL REPORT, SO AS TO PROVIDE FOR DETERMINING A HEALTH ORGANIZATION'S RISK-BASED CAPITAL REPORT AND TO PROVIDE THAT EACH RISK FOR A LIFE AND HEALTH INSURER, PROPERTY AND CASUALTY INSURER, AND A HEALTH ORGANIZATION MUST BE DETERMINED IN A CERTAIN MANNER; TO AMEND SECTION 38-9-330, AS AMENDED, RELATING TO COMPANY ACTION LEVEL EVENTS, SO AS TO ADD AN ADDITIONAL EVENT CONCERNING A HEALTH ORGANIZATION, AMONG OTHER THINGS; TO AMEND SECTION 38-9-360, RELATING TO THE ROLE OF THE DIRECTOR OF THE DEPARTMENT OF INSURANCE WHEN A MANDATORY CONTROL LEVEL EVENT OCCURS, SO AS TO ADD PROVISIONS CONCERNING HEALTH ORGANIZATIONS; TO AMEND SECTION 38-9-370, RELATING TO HEARINGS AVAILABLE TO A LICENSEE TO CHALLENGE A DETERMINATION OR ACTION BY THE DIRECTOR IN RESPONSE TO A MANDATORY CONTROL LEVEL EVENT, SO AS TO PROVIDE A LICENSEE MAY HAVE THE HEARING CONFIDENTIALLY, ON THE RECORD, AND BEFORE THE DIRECTOR UPON PROVISION OF CERTAIN NOTICE, AND TO PROVIDE THE DIRECTOR SHALL SET A DATE FOR THE HEARING IN A CERTAIN MANNER; TO AMEND SECTION 38-9-380, RELATING TO THE CONFIDENTIALITY OF RISK-BASED CAPITAL REPORTS AND ADJUSTED RISK-BASED CAPITAL REPORTS, SO AS TO PROVIDE CIRCUMSTANCES IN WHICH THE DIRECTOR MAY SHARE, RECEIVE, AND USE CERTAIN RELATED INFORMATION THAT IS CONFIDENTIAL AND PRIVILEGED; TO AMEND SECTION 38-9-430, RELATING TO EXEMPTIONS FROM REPORTING REQUIREMENTS, SO AS TO ADD PROVISIONS CONCERNING DOMESTIC HEALTH ORGANIZATIONS; AND TO AMEND SECTION 38-9-340, SECTION 38-9-350, SECTION 38-9-365, SECTION 38-9-390, SECTION 38-9-400, SECTION 38-9-440, AND SECTION 38-9-460, ALL RELATING TO CAPITAL, SURPLUS, RESERVES, AND OTHER FINANCIAL MATTERS, SO AS TO MAKE CONFORMING CHANGES.","Insurance Department, casualty insurance companies, capital requirements required, subject to certain action level events, Secs. 27-2B-2, 27-2B-3, 27-2B-4 am'd.","every domestic insurer licensee must, on or before - each march 1 first filing date, prepare and submit to the director an rbc report of its rbc levels as of the end of the preceding calendar year. that rbc report must be filed in a form and must contain such information required by the rbc instructions. in addition, every domestic insurer licensee must file its rbc","every domestic insurer shall, - on or prior to each march 1 (the ""filing date""), prepare and submit to the commissioner a - report of its rbc levels as of the end of the - calendar year just ended, - - - - in a form and containing information as is required by the rbc instructions. in addition, every domestic insurer shall - file its rbc",2
wa_2011-2012_HB2306,md_2007_SB490,764,78,773,142,837,133,Authorizing the presentation of claims for payment for pathology services to direct patient-provider primary care practices.,Direct Billing of Anatomic Pathology Services,"located in this state, or in another state, providing - anatomic pathology services for patients - in this state, shall present or cause to be presented a claim, bill, or demand for payment for these services only to the following: (a) the patient; (b) the responsible insurer or other third-party payer; (c) the hospital, public health clinic, or nonprofit health clinic ordering such services; (d) a","located in this state or in another state that provides anatomic pathology services for a patient in this state shall present, or cause to be presented, a claim, bill, or demand for payment for the services to: (1) the patient directly; (2) a - - responsible insurer or other thirdÐparty payor; (3) a hospital, public health clinic, or nonprofit health clinic ordering the services; (4) a",1
ny_2011-2012_S5036A,in_2013_SB419,1610,48,14,51,17,151.5,Relates to the sale of over-the-counter methamphetamine precursor drugs,Pilot program requiring prescription for pseudoephedrine. Permits a county or municipality to adopt an ordinance establishing a pilot project to require a prescription for the sale of ephedrine or pseudoephedrine. Provides that the pilot project must expire no later than two years after it is enacted.,"if a retailer selling a nonprescription product containing pseu- doephedrine or ephedrine experiences mechanical or electronic failure of the electronic sales tracking system and is unable to comply with the electronic sales tracking requirement, the retailer shall maintain a written log or an alternative electronic","if a retailer selling an over-the-counter product containing ephedrine - or pseudoephedrine experiences mechanical or electronic failure of the electronic sales tracking system and is unable to comply with the electronic sales tracking requirement, the retailer shall maintain a written log or an alternative electronic",1
